completion_year,location,property_type,rooms,parking,bathroom,size_sqft,furnished,nearby_railways
2014.0,Setapak,Condominium,4.0,2.0,3.0,1362,Partially Furnished,
2011.0,Titiwangsa,Condominium,3.0,,2.0,1100,Fully Furnished,yes
2006.0,Centre,Condominium,1.0,1.0,1.0,510,Fully Furnished,no
,KLCC,Apartment,3.0,1.0,2.0,800,Fully Furnished,
2017.0,South,Service Residence,2.0,,1.0,648,Fully Furnished,yes
,Setapak,Condominium,4.0,,2.0,1272,Partially Furnished,
2021.0,Sentul,Condominium,3.0,1.0,2.0,850,Partially Furnished,yes
,Maju,Flat,3.0,,2.0,700,Not Furnished,
,Besi,Flat,3.0,1.0,2.0,650,Partially Furnished,yes
2013.0,Titiwangsa,Apartment,2.0,,1.0,500,Fully Furnished,no
,Cheras,Condominium,2.0,1.0,2.0,766,Fully Furnished,no
,Pandan,Apartment,3.0,1.0,2.0,900,Partially Furnished,no
2022.0,Setapak,Condominium,3.0,1.0,2.0,850,Fully Furnished,yes
2010.0,Ipoh,Condominium,3.0,1.0,2.0,1062,Partially Furnished,no
,Sentul,Condominium,3.0,,2.0,1005,Fully Furnished,yes
,ParkCity,Condominium,3.0,1.0,2.0,873,Fully Furnished,no
2015.0,Ampang,Service Residence,2.0,1.0,2.0,850,Fully Furnished,yes
,Kepong,Apartment,3.0,1.0,2.0,850,Partially Furnished,no
2023.0,Kepong,Apartment,3.0,,2.0,1200,Fully Furnished,
,Road,Condominium,3.0,1.0,2.0,915,Fully Furnished,no
2019.0,Perdana,Apartment,1.0,,1.0,300,Fully Furnished,no
,Setapak,Condominium,6.0,,2.0,1313,Fully Furnished,no
2017.0,Maju,Apartment,3.0,2.0,2.0,770,Fully Furnished,no
2018.0,Ampang,Service Residence,4.0,,2.0,890,Fully Furnished,no
,Setapak,Condominium,3.0,1.0,2.0,1300,Partially Furnished,
2017.0,Cheras,Service Residence,1.0,1.0,2.0,762,Fully Furnished,yes
2019.0,Segambut,Service Residence,3.0,2.0,2.0,1066,Partially Furnished,yes
2020.0,Keramat,Condominium,3.0,1.0,2.0,900,Fully Furnished,yes
,Kepong,Apartment,3.0,1.0,2.0,655,Partially Furnished,
2022.0,Desa,Condominium,3.0,2.0,2.0,921,Partially Furnished,
,Pandan,Apartment,3.0,1.0,2.0,1000,Fully Furnished,
,Keramat,Condominium,3.0,1.0,2.0,1000,Partially Furnished,
2021.0,Setapak,Condominium,3.0,,2.0,800,Partially Furnished,
,Kepong,Apartment,3.0,,2.0,950,Partially Furnished,no
2013.0,Kuching,Condominium,3.0,1.0,2.0,1100,Fully Furnished,no
,Jalil,Apartment,3.0,2.0,2.0,800,Partially Furnished,yes
,Setapak,Condominium,3.0,1.0,2.0,1000,Partially Furnished,yes
,City,Apartment,3.0,1.0,2.0,805,Partially Furnished,no
2017.0,Ipoh,Condominium,3.0,1.0,2.0,977,Fully Furnished,
2020.0,Sentul,Service Residence,3.0,1.0,2.0,819,Partially Furnished,yes
2020.0,Sentul,Condominium,3.0,1.0,2.0,800,Partially Furnished,
,Setapak,Condominium,1.0,1.0,1.0,667,Fully Furnished,yes
2021.0,Cheras,Service Residence,2.0,1.0,2.0,650,Partially Furnished,yes
2001.0,Cheras,Condominium,3.0,1.0,2.0,926,Partially Furnished,yes
,Bangsar,Condominium,3.0,2.0,2.0,1000,Fully Furnished,yes
2018.0,Ampang,Service Residence,1.0,1.0,1.0,700,Fully Furnished,yes
2017.0,Pandan,Service Residence,2.0,1.0,2.0,856,Fully Furnished,
,Kepong,Apartment,3.0,1.0,2.0,837,Partially Furnished,
2021.0,Sentul,Service Residence,3.0,,2.0,1400,Fully Furnished,yes
,Jalil,Apartment,3.0,1.0,2.0,1115,Fully Furnished,
2016.0,KLCC,Condominium,3.0,1.0,2.0,1190,Fully Furnished,yes
2023.0,Setapak,Apartment,3.0,,2.0,829,Fully Furnished,no
,Cheras,Condominium,3.0,1.0,2.0,1025,Fully Furnished,yes
2021.0,Sentul,Service Residence,3.0,1.0,2.0,850,Fully Furnished,no
,Cheras,Flat,3.0,,2.0,650,Partially Furnished,yes
,Maju,Flat,2.0,,1.0,530,Partially Furnished,no
2021.0,Jalil,Apartment,3.0,1.0,2.0,850,Partially Furnished,yes
2021.0,Jalil,Apartment,3.0,,2.0,850,Partially Furnished,no
2020.0,Sentul,Service Residence,3.0,1.0,2.0,904,Partially Furnished,no
,Setapak,Condominium,3.0,1.0,2.0,1300,Partially Furnished,
,Setapak,Service Residence,2.0,1.0,2.0,900,Not Furnished,yes
,Cheras,Condominium,3.0,1.0,2.0,1300,Fully Furnished,no
2021.0,Cheras,Service Residence,2.0,1.0,2.0,700,Partially Furnished,yes
2014.0,Lama,Condominium,4.0,2.0,3.0,1500,Fully Furnished,no
,Ismail,Condominium,2.0,1.0,1.0,1000,Fully Furnished,yes
2021.0,Cheras,Service Residence,3.0,1.0,2.0,1068,Fully Furnished,yes
,KLCC,Condominium,1.0,,1.0,463,Fully Furnished,no
,Hilir,Apartment,3.0,1.0,2.0,826,Not Furnished,
2016.0,Setapak,Condominium,4.0,1.0,3.0,1447,Fully Furnished,no
,Ampang,Condominium,3.0,1.0,2.0,800,Partially Furnished,
2019.0,Gombak,Service Residence,3.0,1.0,2.0,850,Partially Furnished,yes
2010.0,Maju,Condominium,4.0,2.0,3.0,1270,Partially Furnished,yes
2016.0,City,Service Residence,1.0,1.0,1.0,530,Fully Furnished,yes
2021.0,Damansara,Service Residence,1.0,1.0,1.0,607,Fully Furnished,yes
,Sentul,Condominium,9.0,1.0,2.0,900,Partially Furnished,yes
2007.0,Kepong,Condominium,3.0,1.0,2.0,936,Not Furnished,yes
,Kepong,Apartment,3.0,1.0,2.0,850,Partially Furnished,
,Besi,Apartment,2.0,1.0,1.0,654,Partially Furnished,
,Sentul,Condominium,3.0,1.0,2.0,800,Fully Furnished,no
2013.0,Setapak,Condominium,3.0,1.0,2.0,1000,Partially Furnished,
,Kuching,Service Residence,1.0,1.0,1.0,563,Fully Furnished,no
2021.0,Jalil,Apartment,3.0,,2.0,850,Not Furnished,
2012.0,Kiara,Service Residence,2.0,1.0,1.0,688,Fully Furnished,no
,Sentul,Service Residence,2.0,2.0,2.0,874,Fully Furnished,no
2018.0,Setapak,Condominium,3.0,1.0,2.0,850,Partially Furnished,no
2021.0,Jalil,Apartment,3.0,1.0,2.0,850,Partially Furnished,yes
,Bangsar,Apartment,3.0,,2.0,650,Fully Furnished,
,Kiara,Condominium,3.0,1.0,2.0,1280,Fully Furnished,no
2021.0,Keramat,Apartment,3.0,,2.0,800,Partially Furnished,
2019.0,Petaling,Condominium,4.0,,2.0,1219,Fully Furnished,no
2020.0,Maju,Condominium,4.0,2.0,2.0,1000,Fully Furnished,
,Bintang,Condominium,2.0,1.0,2.0,775,Fully Furnished,
2022.0,Desa,Condominium,3.0,2.0,2.0,958,Fully Furnished,yes
2017.0,Sentul,Condominium,2.0,,2.0,856,Fully Furnished,
,Cheras,Condominium,3.0,1.0,3.0,1121,Fully Furnished,yes
2006.0,Setapak,Condominium,1.0,,1.0,80,Not Furnished,
2009.0,Ipoh,Condominium,2.0,1.0,2.0,900,Fully Furnished,yes
2023.0,Cheras,Condominium,3.0,2.0,2.0,850,Fully Furnished,yes
2023.0,Cheras,Condominium,3.0,1.0,2.0,850,Partially Furnished,yes
,Maju,Condominium,4.0,1.0,2.0,850,Fully Furnished,yes
,Cheras,Apartment,3.0,1.0,1.0,700,Partially Furnished,
,Sentul,Apartment,3.0,1.0,2.0,1000,Partially Furnished,
2021.0,Cheras,Service Residence,2.0,2.0,2.0,650,Not Furnished,yes
2019.0,Setapak,Apartment,3.0,2.0,2.0,928,Fully Furnished,yes
2007.0,Setapak,Condominium,3.0,1.0,2.0,1076,Fully Furnished,yes
2017.0,Setapak,Condominium,4.0,2.0,3.0,1600,Partially Furnished,yes
2021.0,Damansara,Condominium,1.0,1.0,1.0,499,Fully Furnished,
,Setapak,Apartment,3.0,1.0,2.0,885,Partially Furnished,yes
,Setapak,Condominium,3.0,2.0,2.0,928,Partially Furnished,
2007.0,Hartamas,Service Residence,1.0,,1.0,500,Fully Furnished,no
,Jalil,Apartment,3.0,,2.0,800,Not Furnished,
2005.0,Maju,Condominium,3.0,1.0,2.0,1150,Partially Furnished,yes
,Melawati,Apartment,3.0,,2.0,950,Partially Furnished,no
,City,Apartment,3.0,1.0,2.0,850,Partially Furnished,
2018.0,City,Service Residence,1.0,,1.0,751,Fully Furnished,no
2010.0,Ipoh,Condominium,4.0,1.0,2.0,1181,Partially Furnished,
2007.0,Bintang,Service Residence,2.0,,2.0,750,Fully Furnished,yes
2010.0,Cheras,Condominium,3.0,1.0,2.0,755,Fully Furnished,yes
2010.0,Cheras,Condominium,3.0,1.0,2.0,755,Fully Furnished,no
2021.0,Cheras,Service Residence,2.0,2.0,2.0,650,Not Furnished,yes
2020.0,City,Apartment,3.0,1.0,2.0,810,Not Furnished,yes
,Cheras,Condominium,1.0,1.0,1.0,550,Fully Furnished,no
,Cheras,Apartment,2.0,1.0,2.0,800,Partially Furnished,no
2021.0,Segambut,Condominium,3.0,,3.0,1302,Partially Furnished,no
,ParkCity,Condominium,3.0,2.0,2.0,1388,Partially Furnished,
2012.0,Besi,Condominium,3.0,1.0,2.0,900,Partially Furnished,yes
2020.0,Keramat,Condominium,4.0,2.0,2.0,1184,Fully Furnished,no
,Maju,Condominium,4.0,1.0,2.0,1250,Partially Furnished,
2021.0,Cheras,Condominium,3.0,2.0,2.0,943,Not Furnished,no
,Segambut,Service Residence,2.0,2.0,2.0,910,Partially Furnished,yes
2019.0,Keramat,Condominium,3.0,,2.0,1100,Partially Furnished,
,Jalil,Apartment,3.0,,2.0,850,Not Furnished,
,OUG,Service Residence,3.0,1.0,2.0,950,Partially Furnished,no
2008.0,Bintang,Service Residence,1.0,,1.0,495,Fully Furnished,yes
2008.0,Cheras,Apartment,2.0,1.0,2.0,650,Partially Furnished,yes
2023.0,Cheras,Condominium,3.0,2.0,2.0,850,Partially Furnished,yes
,Desa,Apartment,3.0,,2.0,900,Partially Furnished,
,Cheras,Service Residence,2.0,2.0,2.0,854,Partially Furnished,yes
2009.0,Sentul,Condominium,4.0,1.0,2.0,1029,Not Furnished,no
2021.0,Lama,Condominium,3.0,,2.0,1200,Not Furnished,yes
,Kuching,Service Residence,3.0,1.0,2.0,878,Partially Furnished,no
2020.0,Pantai,Apartment,3.0,,2.0,850,Partially Furnished,
,Hartamas,Condominium,2.0,1.0,2.0,1120,Fully Furnished,no
2019.0,Besi,Condominium,3.0,2.0,2.0,839,Fully Furnished,no
2019.0,Road,Service Residence,5.0,,2.0,1194,Fully Furnished,no
2003.0,Setapak,Condominium,3.0,2.0,2.0,1000,Partially Furnished,no
2017.0,Cheras,Service Residence,1.0,1.0,1.0,700,Not Furnished,
,Lama,Apartment,3.0,,2.0,968,Not Furnished,
2021.0,Cheras,Service Residence,2.0,1.0,2.0,650,Partially Furnished,yes
,Bintang,Condominium,1.0,1.0,1.0,780,Fully Furnished,yes
,Besi,Condominium,3.0,1.0,2.0,888,Partially Furnished,
2022.0,Sentul,Condominium,2.0,2.0,2.0,800,Partially Furnished,
2019.0,Kepong,Condominium,3.0,2.0,2.0,1100,Fully Furnished,no
,Kuching,Service Residence,3.0,1.0,2.0,805,Fully Furnished,
2020.0,City,Apartment,3.0,,2.0,807,Fully Furnished,
,Cheras,Condominium,3.0,2.0,3.0,1130,Fully Furnished,yes
,Pandan,Apartment,3.0,1.0,2.0,950,Partially Furnished,
,Kepong,Apartment,3.0,,2.0,950,Partially Furnished,
2018.0,Ampang,Service Residence,4.0,1.0,2.0,890,Fully Furnished,no
2022.0,Setapak,Condominium,3.0,2.0,2.0,1000,Partially Furnished,yes
2015.0,Pandan,Service Residence,2.0,2.0,2.0,1410,Fully Furnished,no
,Kiara,Condominium,4.0,2.0,3.0,1235,Fully Furnished,yes
,Kuching,Service Residence,3.0,,2.0,878,Fully Furnished,yes
2007.0,City,Service Residence,1.0,,1.0,465,Fully Furnished,yes
2005.0,Cheras,Condominium,3.0,1.0,2.0,1000,Not Furnished,
2012.0,Besi,Condominium,3.0,1.0,2.0,904,Partially Furnished,yes
,Kepong,Apartment,3.0,,2.0,992,Partially Furnished,
2021.0,Cheras,Service Residence,2.0,,2.0,650,Not Furnished,yes
2015.0,Hilir,Others,3.0,,2.0,1500,Fully Furnished,
,Kepong,Condominium,3.0,1.0,2.0,928,Not Furnished,no
,Menjalara,Condominium,3.0,1.0,2.0,805,Partially Furnished,no
2011.0,Road,Duplex,1.0,1.0,2.0,775,Fully Furnished,no
,South,Flat,3.0,,2.0,720,Fully Furnished,yes
,Cheras,Apartment,2.0,1.0,1.0,662,Fully Furnished,no
,Cheras,Condominium,3.0,1.0,2.0,780,Partially Furnished,
2020.0,Sentul,Apartment,3.0,1.0,2.0,876,Fully Furnished,no
,Maju,Apartment,3.0,1.0,2.0,800,Partially Furnished,
1988.0,Desa,Condominium,1.0,1.0,1.0,750,Fully Furnished,no
,Maju,Condominium,3.0,2.0,2.0,850,Fully Furnished,
2023.0,Cheras,Condominium,3.0,2.0,2.0,850,Fully Furnished,yes
2012.0,Kiara,Service Residence,2.0,1.0,2.0,886,Fully Furnished,no
,Pudu,Condominium,3.0,1.0,2.0,1060,Partially Furnished,yes
2006.0,Heights,Service Residence,1.0,1.0,1.0,520,Fully Furnished,yes
2021.0,Cheras,Service Residence,3.0,1.0,2.0,819,Partially Furnished,yes
2020.0,Sentul,Apartment,3.0,1.0,2.0,819,Fully Furnished,yes
2021.0,Setapak,Condominium,3.0,1.0,2.0,850,Partially Furnished,
,Cheras,Condominium,1.0,2.0,1.0,526,Fully Furnished,yes
2018.0,Ampang,Service Residence,3.0,,2.0,1185,Partially Furnished,yes
2007.0,Kuching,Condominium,3.0,2.0,2.0,1200,Fully Furnished,no
,Sentul,Service Residence,2.0,2.0,2.0,794,Fully Furnished,no
2006.0,Setapak,Condominium,3.0,,2.0,1200,Not Furnished,
1997.0,City,Condominium,3.0,1.0,2.0,1000,Fully Furnished,yes
2021.0,Keramat,Apartment,3.0,,2.0,850,Partially Furnished,no
2017.0,Maju,Apartment,3.0,1.0,2.0,770,Fully Furnished,no
,Sentul,Condominium,3.0,,2.0,900,Partially Furnished,no
2023.0,Cheras,Condominium,3.0,2.0,2.0,850,Partially Furnished,yes
,Segambut,Condominium,4.0,2.0,3.0,1454,Partially Furnished,
,Jalil,Condominium,3.0,1.0,2.0,1200,Fully Furnished,
2021.0,Cheras,Service Residence,2.0,1.0,2.0,650,Partially Furnished,yes
2013.0,City,Service Residence,1.0,,1.0,800,Fully Furnished,yes
2007.0,Kepong,Condominium,3.0,1.0,2.0,962,Not Furnished,yes
2009.0,Kiara,Condominium,2.0,1.0,2.0,1145,Fully Furnished,no
,South,Condominium,3.0,2.0,2.0,1000,Fully Furnished,yes
2007.0,Segambut,Condominium,3.0,1.0,2.0,1049,Fully Furnished,
2011.0,KLCC,Condominium,2.0,1.0,2.0,990,Fully Furnished,yes
2016.0,Cheras,Condominium,2.0,1.0,2.0,920,Partially Furnished,yes
2011.0,Titiwangsa,Condominium,3.0,,2.0,1100,Fully Furnished,yes
2002.0,Cheras,Condominium,4.0,1.0,3.0,1300,Fully Furnished,
2005.0,Desa,Condominium,3.0,,2.0,900,Partially Furnished,yes
,OUG,Service Residence,3.0,1.0,2.0,950,Fully Furnished,no
2021.0,Sentul,Service Residence,3.0,1.0,2.0,850,Fully Furnished,no
2020.0,Keramat,Condominium,4.0,2.0,2.0,1184,Fully Furnished,no
,Jalil,Apartment,3.0,,2.0,850,Not Furnished,
,Jalil,Apartment,4.0,2.0,2.0,1450,Partially Furnished,yes
,Cheras,Condominium,3.0,1.0,2.0,1150,Fully Furnished,yes
2015.0,Cheras,Condominium,4.0,1.0,2.0,1142,Partially Furnished,no
,ParkCity,Condominium,3.0,,2.0,862,Partially Furnished,no
2013.0,Hilir,Service Residence,1.0,1.0,1.0,502,Fully Furnished,no
,Sentul,Apartment,2.0,1.0,2.0,743,Partially Furnished,no
2010.0,Hilir,Condominium,3.0,,2.0,985,Fully Furnished,yes
2017.0,Dutamas,Condominium,4.0,2.0,3.0,1719,Fully Furnished,no
2019.0,Gombak,Service Residence,3.0,1.0,2.0,850,Not Furnished,yes
,Cheras,Flat,3.0,,1.0,600,Not Furnished,yes
,South,Service Residence,1.0,1.0,1.0,525,Fully Furnished,yes
,KLCC,Condominium,4.0,2.0,3.0,1200,Fully Furnished,yes
,Sentul,Condominium,3.0,,2.0,1005,Partially Furnished,yes
,Besi,Condominium,2.0,1.0,1.0,590,Not Furnished,no
,Jalil,Apartment,3.0,1.0,2.0,800,Partially Furnished,yes
2019.0,Gombak,Service Residence,4.0,1.0,2.0,940,Fully Furnished,
2006.0,KLCC,Condominium,1.0,1.0,1.0,615,Fully Furnished,yes
,Cheras,Apartment,3.0,1.0,2.0,1006,Partially Furnished,yes
2009.0,Dutamas,Condominium,2.0,1.0,1.0,600,Fully Furnished,
,Pandan,Service Residence,2.0,,2.0,856,Fully Furnished,no
2020.0,Sentul,Service Residence,3.0,1.0,2.0,850,Not Furnished,no
,Cheras,Flat,3.0,1.0,2.0,700,Not Furnished,
2022.0,Setapak,Service Residence,3.0,2.0,2.0,1100,Partially Furnished,yes
,OUG,Service Residence,3.0,1.0,2.0,950,Fully Furnished,
,Kiara,Condominium,4.0,1.0,3.0,1268,Fully Furnished,no
2007.0,City,Service Residence,1.0,,1.0,500,Fully Furnished,yes
,Kiara,Service Residence,1.0,,1.0,494,Fully Furnished,no
2020.0,Pantai,Apartment,3.0,,2.0,850,Partially Furnished,
2012.0,Ismail,Service Residence,1.0,1.0,1.0,562,Fully Furnished,yes
,Bangsar,Condominium,2.0,2.0,2.0,1066,Fully Furnished,
,Sentul,Service Residence,1.0,1.0,1.0,581,Partially Furnished,no
2017.0,Dutamas,Condominium,4.0,2.0,4.0,1714,Partially Furnished,no
,Cheras,Apartment,3.0,1.0,2.0,780,Not Furnished,yes
,KLCC,Condominium,4.0,,3.0,1475,Fully Furnished,
2007.0,City,Service Residence,1.0,,1.0,466,Fully Furnished,yes
2011.0,Titiwangsa,Condominium,3.0,,2.0,1100,Fully Furnished,yes
,Desa,Condominium,3.0,1.0,2.0,830,Partially Furnished,
,Setapak,Condominium,3.0,,2.0,1100,Partially Furnished,
2000.0,Desa,Condominium,3.0,1.0,2.0,938,Partially Furnished,
,Pudu,Apartment,3.0,1.0,2.0,1000,Fully Furnished,no
,Kuching,Service Residence,3.0,1.0,2.0,879,Partially Furnished,yes
2019.0,South,Service Residence,1.0,,1.0,200,Fully Furnished,yes
2018.0,City,Service Residence,1.0,,1.0,500,Fully Furnished,no
2021.0,Cheras,Condominium,3.0,1.0,2.0,1104,Partially Furnished,
2007.0,Setapak,Condominium,3.0,1.0,2.0,1250,Fully Furnished,no
,Cheras,Flat,3.0,,1.0,650,Not Furnished,no
2021.0,Setapak,Apartment,3.0,,2.0,800,Partially Furnished,
2011.0,Desa,Condominium,3.0,1.0,2.0,1337,Partially Furnished,no
,Road,Apartment,3.0,1.0,2.0,750,Partially Furnished,
,Cheras,Apartment,3.0,1.0,2.0,950,Partially Furnished,yes
2017.0,Cheras,Service Residence,3.0,2.0,2.0,1050,Fully Furnished,yes
,Cheras,Apartment,3.0,,2.0,650,Not Furnished,no
2006.0,Sentul,Apartment,3.0,1.0,2.0,1100,Partially Furnished,yes
,Jalil,Condominium,3.0,1.0,2.0,1100,Fully Furnished,yes
2013.0,Ampang,Flat,3.0,,2.0,751,Not Furnished,no
,Cheras,Apartment,3.0,1.0,2.0,806,Partially Furnished,no
2021.0,Cheras,Condominium,3.0,2.0,2.0,1010,Fully Furnished,yes
,Cheras,Condominium,3.0,2.0,2.0,1003,Partially Furnished,yes
,Cheras,Condominium,3.0,2.0,2.0,947,Partially Furnished,yes
2017.0,Setapak,Condominium,3.0,2.0,2.0,1200,Partially Furnished,
1997.0,City,Condominium,3.0,1.0,2.0,1044,Fully Furnished,
,Kuching,Service Residence,3.0,1.0,2.0,879,Not Furnished,no
2020.0,Keramat,Condominium,4.0,2.0,2.0,1065,Not Furnished,yes
2017.0,Maju,Apartment,3.0,1.0,2.0,770,Fully Furnished,yes
,Ipoh,Service Residence,1.0,,1.0,450,Fully Furnished,yes
2022.0,Setapak,Service Residence,3.0,1.0,2.0,850,Partially Furnished,yes
,Kepong,Flat,2.0,1.0,1.0,600,Partially Furnished,no
,Pandan,Service Residence,2.0,1.0,2.0,856,Fully Furnished,no
2006.0,Sentul,Apartment,3.0,1.0,2.0,1100,Partially Furnished,
,Cheras,Condominium,3.0,1.0,2.0,850,Partially Furnished,no
,Sentul,Condominium,3.0,1.0,2.0,1000,Partially Furnished,
2021.0,Cheras,Condominium,3.0,2.0,2.0,950,Partially Furnished,no
,Setapak,Apartment,3.0,,2.0,653,Partially Furnished,no
2016.0,Maju,Condominium,3.0,2.0,2.0,1528,Fully Furnished,yes
,Ampang,Apartment,3.0,1.0,2.0,850,Partially Furnished,yes
2023.0,Cheras,Condominium,3.0,2.0,2.0,850,Fully Furnished,
2017.0,Sentul,Condominium,3.0,1.0,2.0,1272,Fully Furnished,yes
2019.0,Ipoh,Service Residence,3.0,2.0,2.0,934,Partially Furnished,
,Jalil,Apartment,3.0,1.0,2.0,1200,Partially Furnished,yes
1998.0,Cheras,Condominium,3.0,1.0,2.0,960,Partially Furnished,no
2010.0,Pantai,Studio,1.0,1.0,2.0,870,Fully Furnished,no
2021.0,Cheras,Service Residence,3.0,,2.0,1064,Fully Furnished,yes
2022.0,Sentul,Service Residence,3.0,,2.0,980,Fully Furnished,yes
2020.0,Sentul,Service Residence,2.0,1.0,2.0,650,Partially Furnished,yes
2019.0,Setapak,Apartment,3.0,1.0,2.0,950,Partially Furnished,yes
2019.0,Gombak,Service Residence,4.0,1.0,2.0,940,Partially Furnished,yes
2001.0,Ampang,Apartment,3.0,1.0,2.0,828,Partially Furnished,no
2006.0,Sentul,Apartment,3.0,,2.0,1061,Partially Furnished,
,Kepong,Apartment,3.0,1.0,2.0,650,Not Furnished,no
,Sentul,Condominium,3.0,1.0,2.0,1200,Partially Furnished,yes
2021.0,Kepong,Apartment,3.0,,2.0,978,Partially Furnished,yes
,Maju,Flat,2.0,,1.0,650,Not Furnished,
,South,Apartment,2.0,1.0,2.0,555,Partially Furnished,yes
2018.0,Hartamas,Service Residence,1.0,1.0,1.0,500,Fully Furnished,no
2011.0,Road,Duplex,1.0,1.0,2.0,775,Not Furnished,no
,Segambut,Apartment,3.0,1.0,2.0,1200,Fully Furnished,no
,Maju,Apartment,3.0,1.0,2.0,800,Partially Furnished,
,Keramat,Condominium,2.0,,1.0,800,Partially Furnished,yes
,Kepong,Apartment,2.0,1.0,2.0,866,Fully Furnished,
2013.0,Titiwangsa,Apartment,2.0,1.0,1.0,737,Fully Furnished,no
,City,Condominium,2.0,1.0,2.0,1076,Fully Furnished,no
1996.0,Sentul,Condominium,3.0,1.0,2.0,1200,Partially Furnished,yes
2013.0,Kuching,Condominium,3.0,1.0,2.0,1015,Fully Furnished,yes
,Sentul,Apartment,3.0,,2.0,1000,Partially Furnished,yes
2022.0,South,Service Residence,1.0,1.0,1.0,495,Fully Furnished,
2017.0,Road,Service Residence,4.0,1.0,2.0,1000,Fully Furnished,yes
2019.0,KLCC,Service Residence,2.0,,2.0,687,Fully Furnished,no
,Cheras,Apartment,2.0,,1.0,650,Partially Furnished,yes
,Cheras,Condominium,1.0,1.0,1.0,717,Fully Furnished,yes
2021.0,Segambut,Condominium,3.0,2.0,3.0,1050,Partially Furnished,yes
2023.0,Cheras,Condominium,3.0,2.0,2.0,850,Fully Furnished,yes
2018.0,Seputeh,Service Residence,1.0,,1.0,775,Fully Furnished,no
,Sentul,Condominium,3.0,1.0,2.0,850,Partially Furnished,
2018.0,Melawati,Service Residence,3.0,1.0,2.0,1376,Partially Furnished,
,Jalil,Apartment,3.0,,2.0,800,Not Furnished,
,Melawati,Apartment,2.0,2.0,2.0,1052,Partially Furnished,
2016.0,Cheras,Condominium,2.0,1.0,2.0,996,Fully Furnished,yes
2019.0,Jalil,Condominium,3.0,,3.0,1300,Fully Furnished,no
2021.0,Setapak,Service Residence,3.0,2.0,2.0,1021,Partially Furnished,
2021.0,Kepong,Apartment,2.0,2.0,2.0,866,Fully Furnished,yes
,Setapak,Condominium,3.0,,2.0,845,Partially Furnished,
2021.0,Sentul,Condominium,2.0,1.0,2.0,850,Fully Furnished,
2016.0,Keramat,Condominium,2.0,2.0,2.0,950,Partially Furnished,
,Maju,Condominium,3.0,1.0,2.0,1140,Not Furnished,
,Pandan,Apartment,3.0,1.0,2.0,996,Partially Furnished,
2021.0,Jalil,Apartment,3.0,1.0,2.0,850,Fully Furnished,no
,Ampang,Condominium,3.0,1.0,2.0,1124,Partially Furnished,no
1998.0,Kiara,Condominium,3.0,1.0,2.0,1250,Fully Furnished,no
,Setapak,Service Residence,3.0,,2.0,926,Partially Furnished,yes
2018.0,City,Service Residence,1.0,,1.0,320,Fully Furnished,yes
,Setapak,Condominium,3.0,1.0,2.0,855,Partially Furnished,
,Brickfields,Apartment,3.0,1.0,2.0,1300,Not Furnished,yes
2021.0,Cheras,Service Residence,2.0,2.0,2.0,650,Partially Furnished,no
2014.0,Setapak,Condominium,4.0,2.0,3.0,1362,Partially Furnished,
,Pandan,Apartment,3.0,1.0,2.0,900,Not Furnished,no
2020.0,Jalil,Condominium,3.0,2.0,3.0,1023,Fully Furnished,yes
,City,Apartment,3.0,1.0,2.0,835,Fully Furnished,no
2019.0,Perdana,Apartment,1.0,1.0,1.0,450,Fully Furnished,no
2020.0,Kepong,Apartment,3.0,2.0,2.0,1216,Fully Furnished,yes
,Segambut,Apartment,3.0,1.0,2.0,1007,Not Furnished,yes
,Kepong,Apartment,3.0,,2.0,837,Partially Furnished,
,Ipoh,Apartment,3.0,,2.0,1100,Not Furnished,yes
2019.0,Hilir,Service Residence,2.0,1.0,2.0,845,Fully Furnished,yes
2015.0,City,Service Residence,1.0,,1.0,494,Partially Furnished,yes
,Ismail,Condominium,2.0,2.0,3.0,1600,Fully Furnished,yes
,Hartamas,Condominium,1.0,,1.0,500,Fully Furnished,
,Indah,Apartment,3.0,1.0,2.0,806,Partially Furnished,yes
,Sentul,Service Residence,4.0,2.0,2.0,1200,Fully Furnished,yes
,Menjalara,Condominium,3.0,,2.0,915,Partially Furnished,no
2015.0,Cheras,Condominium,4.0,1.0,2.0,1142,Partially Furnished,no
2023.0,Ipoh,Service Residence,2.0,1.0,1.0,652,Partially Furnished,yes
2020.0,Sentul,Apartment,3.0,,2.0,850,Partially Furnished,no
,Besi,Apartment,2.0,1.0,1.0,654,Partially Furnished,
2008.0,Setiawangsa,Condominium,3.0,1.0,2.0,1250,Partially Furnished,yes
,Jalil,Apartment,4.0,1.0,2.0,1450,Fully Furnished,yes
2019.0,Road,Service Residence,3.0,2.0,2.0,883,Fully Furnished,yes
2020.0,Keramat,Condominium,3.0,2.0,2.0,926,Partially Furnished,no
,Setapak,Condominium,4.0,,2.0,1350,Partially Furnished,yes
2019.0,Perdana,Apartment,1.0,1.0,1.0,510,Fully Furnished,yes
,Kepong,Apartment,2.0,1.0,2.0,850,Partially Furnished,no
1993.0,Desa,Condominium,2.0,1.0,2.0,1369,Fully Furnished,
,Cheras,Apartment,3.0,1.0,2.0,700,Not Furnished,yes
2010.0,Cheras,Condominium,3.0,1.0,2.0,765,Fully Furnished,no
,Cheras,Apartment,3.0,,2.0,800,Not Furnished,
2020.0,Sentul,Apartment,3.0,1.0,2.0,876,Fully Furnished,
,Sentul,Condominium,4.0,2.0,3.0,1231,Partially Furnished,
